N;CICLO;CODIGO;CURSO;ESP;HT;HP;TH;CRD;REQUE
35;V;DER224;INGLÉS;00;1.0;2.0;3.0;2.0;NINGUNO
36;V;DER301;"DERECHO CIVIL I: PRINCIPIOS DEL DERECHO CIVIL Y
DERECHOS DE LAS PERSONAS";00;3.0;2.0;5.0;4.0;NINGUNO
37;V;DER302;DERECHO PENAL GENERAL I;00;3.0;2.0;5.0;4.0;NINGUNO
38;VI;DER303;"TEORÍA GENERAL DEL PROCESO (PENAL, CIVIL, LABORAL,
CONSTITUCIONAL Y CONT.ADMIN)";00;3.0;2.0;5.0;4.0;NINGUNO
39;VI;DER304;"DERECHO CIVIL II: ACTO JURÍDICO, NEGOCIO JURÍDICO,
PRESCRIPCIÓN Y CADUCIDAD";00;3.0;2.0;5.0;4.0;DER301
40;VI;DER305;DERECHO PROCESAL CIVIL I;00;3.0;2.0;5.0;4.0;NINGUNO
41;VI;DER306;CRIMINOLOGÍA;00;2.0;2.0;4.0;3.0;NINGUNO
42;VI;DER307;DERECHO DE TÍTULOS VALORES Y BANCARIO;00;2.0;2.0;4.0;3.0;NINGUNO
43;VI;DER308;DERECHO LABORAL COLECTIVO;00;3.0;0.0;3.0;3.0;NINGUNO
44;VI;DER309;SEMINARIO DE DERECHO AMBIENTAL;00;2.0;2.0;4.0;3.0;DER223
45;VII;DER310;DERECHO CIVIL III: DERECHOS REALES;00;3.0;2.0;5.0;4.0;DER304
46;VII;DER311;DERECHO PROCESAL CIVIL II;00;3.0;2.0;5.0;4.0;DER305
47;VII;DER312;DERECHO PENAL GENERAL II;00;3.0;2.0;5.0;4.0;DER302
48;VII;DER313;DERECHO PROCESAL PENAL I;00;3.0;2.0;5.0;4.0;DER303
49;VII;DER314;DERECHO LABORAL INDIVIDUAL;00;3.0;2.0;5.0;4.0;NINGUNO
50;VII;DER315;PLURALISMO JURÍDICO SOCIAL;00;3.0;2.0;5.0;4.0;NINGUNO
51;VIII;DER316;DERECHO PROCESAL CONSTITUCIONAL I;00;2.0;2.0;4.0;3.0;DER303
52;VIII;DER317;DERECHO CIVIL IV: OBLIGACIONES;00;3.0;2.0;5.0;4.0;DER310
53;VIII;DER318;DERECHO PROCESAL CIVIL III;00;3.0;2.0;5.0;4.0;DER311
54;VIII;DER319;DERECHO PENAL ESPECIAL I;00;3.0;0.0;3.0;3.0;DER312
55;VIII;DER320;DERECHO PROCESAL PENAL II;00;3.0;2.0;5.0;4.0;DER313
56;VIII;DER321;DERECHO NOTARIAL;00;2.0;2.0;4.0;3.0;NINGUNO
57;VIII;DER322;DERECHO ADMINISTRATIVO I;00;2.0;2.0;4.0;3.0;NINGUNO
58;IX;DER323;DERECHO PROCESAL CONSTITUCIONAL II;00;2.0;2.0;4.0;3.0;DER316
59;IX;DER324;DERECHO CIVIL V: DERECHO DE CONTRATOS;00;2.0;2.0;4.0;3.0;DER317
60;IX;DER325;DERECHO PENAL ESPECIAL II;00;3.0;0.0;3.0;3.0;DER319
61;IX;DER326;DERECHO PROCESAL PENAL III;00;3.0;2.0;5.0;4.0;DER320
62;IX;DER327;DERECHO REGISTRAL;00;2.0;2.0;4.0;3.0;NINGUNO
63;IX;DER328;DERECHO ADMINISTRATIVO II;00;2.0;2.0;4.0;3.0;DER322
64;IX;DER329;GOBIERNO DIGITAL Y DERECHO INFORMÁTICO;00;2.0;0.0;2.0;2.0;NINGUNO
65;IX;DER330;ORATORIA JURÍDICA;00;2.0;2.0;4.0;3.0;NINGUNO
66;X;DER331;DERECHO CIVIL VI: DERECHO DE DAÑOS;00;3.0;2.0;5.0;4.0;DER324
67;X;DER332;DERECHO PENAL ESPECIAL III;00;3.0;0.0;3.0;3.0;DER325
68;X;DER333;DERECHO PROCESAL PENAL IV;00;3.0;2.0;5.0;4.0;DER326
69;X;DER334;DERECHO PROCESAL LABORAL;00;3.0;2.0;5.0;4.0;DER303
70;X;DER335;INVESTIGACIÓN JURÍDICA I: PROYECTO;00;3.0;2.0;5.0;4.0;DER222
71;X;DER336;"TALLER DE REDACCIÓN FORENSE Y LITIGACIÓN
ESTRATÉGICA";00;2.0;2.0;4.0;3.0;NINGUNO
72;X;DER337;PRÁCTICA PREPROFESIONAL EXTERNA I;00;1.0;2.0;3.0;2.0;NINGUNO
73;XI;DER338;DERECHO INTERNACIONAL PÚBLICO Y PRIVADO;00;2.0;2.0;4.0;3.0;NINGUNO
74;XI;DER339;DERECHO CIVIL VII: DERECHO DE FAMILIA;00;3.0;2.0;5.0;4.0;DER331
75;XI;DER340;"DERECHO DE LOS NIÑOS, ADOLESCENTES Y ADULTO
MAYOR";00;3.0;0.0;3.0;3.0;NINGUNO
76;XI;DER341;DERECHO PROCESAL PENAL V;00;3.0;2.0;5.0;4.0;DER333
77;XI;DER342;DERECHO TRIBUTARIO I;00;2.0;2.0;4.0;3.0;NINGUNO
78;XI;DER343;DERECHO PROCESAL ADMINISTRATIVO;00;3.0;2.0;5.0;4.0;NINGUNO
79;XI;DER344;CONTRATACIONES DEL ESTADO;00;2.0;2.0;4.0;3.0;NINGUNO
80;XI;DER345;JURISPRUDENCIA PENAL;00;2.0;2.0;4.0;3.0;NINGUNO
81;XI;DER346;EJECUCIÓN PENAL;00;2.0;2.0;4.0;3.0;NINGUNO
82;XI;DER347;CLÍNICA JURÍDICA;00;2.0;2.0;4.0;3.0;NINGUNO
83;XI;DER348;DERECHO PENAL MILITAR POLICIAL;00;2.0;2.0;4.0;3.0;NINGUNO
84;XI;DER349;DERECHO PREVISIONAL;00;2.0;2.0;4.0;3.0;NINGUNO
85;XI;DER350;DERECHO ADUANERO;00;2.0;2.0;4.0;3.0;NINGUNO
86;XI;DER351;MECANISMOS DE CONTROL;00;2.0;2.0;4.0;3.0;NINGUNO
87;XII;DER352;DEONTOLOGÍA JURÍDICA Y ÉTICA PROFESIONAL;00;2.0;0.0;2.0;2.0;NINGUNO
88;XII;DER353;DERECHO CIVIL VIII: DERECHO DE SUCESIONES;00;3.0;2.0;5.0;4.0;DER339
89;XII;DER354;DERECHO PROCESAL PENAL VI;00;3.0;2.0;5.0;4.0;DER341
90;XII;DER355;DERECHO TRIBUTARIO II;00;2.0;2.0;4.0;3.0;DER342
91;XII;DER356;DERECHO MINERO E HIDROCARBUROS;00;2.0;0.0;2.0;2.0;NINGUNO
92;XII;DER357;DERECHO CONTENCIOSO ADMINISTRATIVO;00;2.0;2.0;4.0;3.0;DER343
93;XII;DER358;INVESTIGACIÓN JURÍDICA II: INFORME DE TESIS;00;3.0;2.0;5.0;4.0;DER335
94;XII;DER359;PRÁCTICA PREPROFESIONAL EXTERNA II;00;1.0;2.0;3.0;2.0;DER337
